Gene1,Gene2,Score
GATA3,NR1H4,4.146989e-11
HOXD3,SHOX,4.1455336e-11
NR5A2,FOXR2,4.1444504e-11
RARG,IKZF3,4.1433284e-11
EBF2,ZNF429,4.1403735e-11
HNF4A,PAX9,4.1377606e-11
DLX4,CRX,4.1371767e-11
ANHX,NFIX,4.136916e-11
EBF2,TLX3,4.1363954e-11
VENTX,NFIX,4.134392e-11
NANOG,ESR2,4.1308765e-11
TBX1,CENPA,4.1268364e-11
ZNF280A,HOXD13,4.123013e-11
GLI4,NANOG,4.1206854e-11
GLI4,NANOG,4.1206854e-11
RARB,GLI4,4.1153057e-11
NR1H4,ETS2,4.1124177e-11
POU3F3,ZNF316,4.1103003e-11
ZNF492,JRK,4.1095165e-11
PHOX2B,IKZF3,4.1055836e-11
TBX1,NEUROG1,4.1045972e-11
EBF2,ZNF672,4.1039398e-11
ZNF560,HOXD3,4.103501e-11
ZNF215,BNC1,4.095471e-11
TBX1,ZNF625,4.0954476e-11
HOXD10,RREB1,4.0943228e-11
EBF2,ZNF625,4.0921603e-11
IKZF1,ZNF625,4.087714e-11
ZKSCAN3,TFAP2A,4.083295e-11
RBSN,SHOX,4.0805238e-11
SCML4,PAX3,4.0803524e-11
HOXA13,SHOX,4.0743797e-11
ZNF28,POU1F1,4.0650493e-11
IKZF1,ZNF625,4.0647315e-11
EBF2,NR1I2,4.0636074e-11
ESR2,JRK,4.0606785e-11
POU3F3,ZNF578,4.0564753e-11
SCML4,HNF1A,4.0509082e-11
ZFP57,POU1F1,4.049711e-11
HOXA3,JRK,4.0490084e-11
EBF2,TP63,4.0475952e-11
NR5A2,SNAI3,4.046098e-11
HOXA13,HOXD13,4.037425e-11
ZNF560,PRDM5,4.0316077e-11
NR1I2,SHOX,4.0294625e-11
TBX1,TCF21,4.0235107e-11
HNF4A,TBX3,4.0225823e-11
EBF2,FOXG1,4.0217614e-11
TBX1,HOXD3,4.0200204e-11
PAX3,FOXJ2,4.0156368e-11
IRF4,SHOX,4.0132557e-11
TCF21,TP63,4.0037217e-11
ESR2,NR1H4,4.0034545e-11
PHOX2B,TCF21,3.9971824e-11
ZNF215,HOXA13,3.9898855e-11
TBX1,ESR2,3.9842275e-11
IKZF1,RARB,3.98005e-11
ZNF560,BNC1,3.9771814e-11
ZKSCAN3,IRF4,3.97706e-11
ANHX,VENTX,3.9747778e-11
EBF2,TCF21,3.9721098e-11
HNF4A,RARB,3.9700042e-11
ZNF560,ZSCAN30,3.966235e-11
IKZF1,ELF5,3.9531767e-11
HOXD10,NR1I3,3.9524228e-11
NR1H4,ZKSCAN3,3.951006e-11
TEF,TBX3,3.950463e-11
POU3F3,NR1H4,3.9492805e-11
EBF2,MTERF3,3.946555e-11
ZNF560,ZFP90,3.9422812e-11
TCF21,GATA3,3.941146e-11
RARB,TFAP2A,3.9280953e-11
TBX22,RARB,3.9280353e-11
POU3F3,RARB,3.923722e-11
GLI4,IRF4,3.921897e-11
HOXA13,NR5A2,3.9155585e-11
ZNF28,TBX3,3.9093197e-11
EBF2,RREB1,3.9092975e-11
HOXD10,ZNF625,3.901774e-11
ZNF560,ESRRB,3.9013126e-11
NR1I3,PAX3,3.8878373e-11
GLI4,SRCAP,3.884576e-11
GLI4,SRCAP,3.884576e-11
SHOX,HOXD13,3.883835e-11
HNF4A,ZKSCAN3,3.88362e-11
ZNF28,KAT7,3.8822577e-11
SCML4,SHOX,3.872636e-11
TFAP2A,IKZF3,3.870627e-11
VENTX,IKZF3,3.8575525e-11
POU3F3,PAX3,3.850011e-11
EBF2,TBX3,3.846583e-11
NFIX,ZNF445,3.8432684e-11
MYCN,ZKSCAN3,3.8342114e-11
ZNF750,ZNF28,3.832822e-11
FOXG1,FOXJ2,3.823622e-11
ZKSCAN3,ESR2,3.8172385e-11
HOXD3,ANHX,3.8133524e-11
ETS2,IRF4,3.812138e-11
IKZF1,CENPA,3.806725e-11
ZNF560,FOXR2,3.8067178e-11
TBX1,ZNF85,3.8030166e-11
EBF2,ZNF579,3.7970224e-11
HOXD10,ZKSCAN3,3.794163e-11
MYCN,GLI4,3.790676e-11
HOXA13,NR5A2,3.7838645e-11
IKZF3,NR2F2,3.781801e-11
DMRT3,ZFP57,3.7637102e-11
SP7,ZFP57,3.7621458e-11
IKZF1,ELF5,3.760926e-11
ZNF560,SCML4,3.760546e-11
TEF,ZNF625,3.758538e-11
ZNF445,IKZF3,3.756918e-11
EBF2,ZNF28,3.7443992e-11
EBF2,RBSN,3.7405516e-11
NCOA3,NR5A2,3.7379554e-11
ZNF560,TCF21,3.737592e-11
TBX3,TFAP2A,3.7369788e-11
ZNF560,GATA3,3.736751e-11
EBF2,ZNF578,3.733673e-11
TEF,HOXD3,3.726601e-11
ESR2,SCML4,3.7259116e-11
HOXA13,ZNF578,3.7248885e-11
ZNF215,NCOA3,3.7246897e-11
TCF21,IKZF3,3.7231482e-11
ESR2,FOXR2,3.7205357e-11
TEF,TCF21,3.7148347e-11
ZNF181,HOXD13,3.7135597e-11
HNF4A,ZNF492,3.7058825e-11
PGR,ZNF672,3.705006e-11
ESRRB,NR5A2,3.7036988e-11
LHX4,KAT7,3.7010155e-11
TEF,ANHX,3.696726e-11
ZNF560,ESR2,3.6954148e-11
GATA3,NR1H4,3.6936672e-11
PRDM13,SNAI3,3.6924627e-11
ZNF429,ESR2,3.6841682e-11
EBF2,NR1H4,3.6791546e-11
TBX1,HOXD13,3.675395e-11
ZNF560,HOXD13,3.6729144e-11
PGR,PAX9,3.658218e-11
IKZF1,ESR2,3.6563908e-11
ESR2,SNAI3,3.6559027e-11
GLI4,ESR2,3.6542085e-11
EBF2,GATA5,3.653003e-11
HOXD10,GATA5,3.6457636e-11
NR1H4,ISX,3.6455967e-11
TCF21,TBX3,3.6432336e-11
EBF2,SRCAP,3.6413855e-11
NR5A2,ESR2,3.6376232e-11
ESR2,SCML4,3.635799e-11
TFAP2A,TFAP2A,3.6269748e-11
NR1I3,GLI4,3.6253424e-11
TBX1,TBX3,3.6224877e-11
ZNF28,ZNF625,3.6222525e-11
JRK,GATA5,3.6218036e-11
TBX1,PRDM5,3.6211475e-11
ZNF800,IKZF3,3.620319e-11
SCML4,ZNF578,3.6110295e-11
ZNF215,ZSCAN30,3.6070095e-11
TBX22,ZKSCAN3,3.6023618e-11
JRK,NEUROG1,3.602327e-11
TBX1,NR1I3,3.596327e-11
TBX1,PAX9,3.594606e-11
PRDM13,FOXR2,3.591145e-11
PRDM13,SCML4,3.5858268e-11
BNC1,SHOX,3.585348e-11
ZNF560,LHX4,3.5707232e-11
SCML4,NR5A2,3.568034e-11
LHX4,ZIM3,3.5669044e-11
TCF21,ZNF625,3.5652786e-11
ZFP57,KAT7,3.56131e-11
SCML4,ZNF543,3.5597886e-11
IKZF1,CENPA,3.5593403e-11
TBX1,HOXA13,3.5584376e-11
DLX4,PRDM14,3.555493e-11
MYCN,RARB,3.5528153e-11
POU3F3,LHX4,3.5498486e-11
HOXD10,TBX3,3.548562e-11
ZNF215,FOXK1,3.548366e-11
IKZF1,TBX3,3.5333257e-11
SP7,LHX4,3.53183e-11
FOXK1,SHOX,3.528282e-11
HOXD10,FOXO3,3.5241116e-11
EBF2,HOXD12,3.5231977e-11
DMRT3,LHX4,3.5220958e-11
NR1H4,ELF5,3.51578e-11
POU3F3,FOXA1,3.513655e-11
USF3,TCF21,3.5043052e-11
ZNF215,ZNF544,3.50037e-11
FOXG1,ESR2,3.493587e-11
IKZF1,TBX3,3.4926277e-11
ZNF625,NR2F2,3.487402e-11
TBX1,NANOG,3.4774322e-11
NR5A2,TCF21,3.4754297e-11
HOXD10,GLI4,3.473064e-11
PRDM13,ESR2,3.4657718e-11
CENPA,TFAP2A,3.461656e-11
LHX4,TFAP2A,3.460593e-11
NR1H4,HOXA3,3.4574923e-11
HOXD3,FOXJ2,3.456661e-11
NEUROG1,IRF4,3.4544402e-11
POU3F3,ZFP90,3.4539198e-11
FOXO3,ESR2,3.453478e-11
TBX1,IRF4,3.4532873e-11
USF3,SRCAP,3.4525695e-11
NR1I3,JRK,3.446753e-11
HNF4A,CENPA,3.4401718e-11
FOXO3,IRF4,3.4283094e-11
EBF2,HNF1A,3.426224e-11
NFIX,IKZF3,3.424408e-11
LHX4,ZNF517,3.423905e-11
EBF2,HNF1A,3.421685e-11
EBF2,LHX4,3.4212414e-11
POU3F3,HOXA13,3.405129e-11
ETS2,ESR2,3.4042328e-11
IKZF1,ESR2,3.4014482e-11
ZNF85,IRF4,3.3972665e-11
SP7,ZNF579,3.3927725e-11
USF3,FOXA1,3.3924745e-11
ZNF28,ZNF445,3.3882844e-11
USF3,FOXA1,3.385022e-11
GLI4,TCF21,3.3822667e-11
GLI4,TCF21,3.3822667e-11
GFI1B,ESR2,3.3809767e-11
RARG,ISX,3.377161e-11
TBX22,ZNF492,3.375107e-11
IKZF1,ELF5,3.3750683e-11
USF3,ZNF85,3.3747075e-11
DMRT3,ZNF579,3.3706617e-11
TBX22,CENPA,3.3699224e-11
TBX22,PAX9,3.367455e-11
GATA5,ESR2,3.3631608e-11
EBF2,RARB,3.3610316e-11
HOXA13,NR1H4,3.3438058e-11
NR1H4,ELF5,3.3260082e-11
TBX1,FOXK1,3.325361e-11
ELF5,TFAP2A,3.3223053e-11
SCML4,SCML4,3.317044e-11
TBX22,TBX3,3.3108682e-11
NR1H4,GLI4,3.3087345e-11
ESR2,ESR2,3.303009e-11
HOXD10,GFI1B,3.3008173e-11
EBF2,ZFP57,3.300679e-11
TBX3,HOXA13,3.297759e-11
TEF,TBX3,3.295483e-11
MYCN,FOXO3,3.2938364e-11
NR1I3,HOXD3,3.289887e-11
ZSCAN30,SHOX,3.2875726e-11
USF3,GATA5,3.2859174e-11
POU3F3,FOXA1,3.284401e-11
NR5A2,USF3,3.2834867e-11
ESR2,TFAP2A,3.2831172e-11
TBX1,ZNF429,3.277492e-11
ZNF28,TBX3,3.2761235e-11
HOXD10,FOXG1,3.2758487e-11
IKZF1,NR1I3,3.2668698e-11
HOXD10,HNF1A,3.264042e-11
NR5A2,TCF21,3.2628407e-11
FOXJ2,USF3,3.257195e-11
HNF4A,HOXA3,3.252874e-11
TBX1,ZKSCAN3,3.251509e-11
POU3F3,HOXD3,3.2407174e-11
HNF4A,ESR2,3.2372084e-11
ZNF28,NFIX,3.230664e-11
POU3F3,FOXK1,3.2288464e-11
SCML4,PAX3,3.2285574e-11
ZNF215,NR1I2,3.2243295e-11
ZNF28,VENTX,3.215737e-11
GLI4,FOXA1,3.2123224e-11
GLI4,FOXA1,3.2123224e-11
FOXO3,IRF4,3.211618e-11
PRDM13,USF3,3.2106075e-11
HNF4A,TBX3,3.206752e-11
FOXO3,ESR2,3.1934823e-11
TBX1,ZNF578,3.1910346e-11
EBF2,CENPA,3.185665e-11
EBF2,PAX3,3.1673737e-11
TCF21,GATA3,3.163799e-11
POU3F3,ZNF578,3.160042e-11
NCOA3,SHOX,3.1582043e-11
ZNF215,SCML4,3.1572765e-11
TBX22,ESR2,3.155555e-11
HOXD10,FOXO3,3.15307e-11
USF3,ZNF429,3.150623e-11
POU3F3,PAX9,3.1484246e-11
EBF2,TBX3,3.1475902e-11
GLI4,FOXA1,3.1443917e-11
GLI4,FOXA1,3.1443917e-11
POU3F3,IRF4,3.1421317e-11
EBF2,ESR2,3.1326886e-11
TCF21,TP63,3.130962e-11
ESR2,TCF21,3.0980347e-11
IKZF1,NEUROG1,3.0969477e-11
GATA3,HOXD13,3.096475e-11
MYCN,FOXO3,3.0943734e-11
GLI4,NEUROG1,3.093748e-11
GLI4,NEUROG1,3.093748e-11
NR1H4,ETS2,3.0908224e-11
TBX1,BNC1,3.088789e-11
MYCN,ZNF85,3.0885416e-11
NR1H4,FOXO3,3.0881412e-11
TP63,HOXA13,3.082492e-11
NR1H4,FOXO3,3.081175e-11
HNF1A,ESR2,3.0784025e-11
ELF5,JRK,3.0690808e-11
NANOG,IRF4,3.063297e-11
GFI1B,IRF4,3.0598107e-11
NR1H4,ZKSCAN3,3.0569755e-11
IKZF1,ZNF85,3.0560603e-11
NR5A2,SHOX,3.0528212e-11
EBF2,TFAP2A,3.049946e-11
TP63,NR2F2,3.0435827e-11
TBX1,GLI4,3.0382176e-11
LHX4,ZBED2,3.0381305e-11
EBF2,GATA3,3.0376902e-11
RARB,TFAP2A,3.033076e-11
USF3,MTERF3,3.0329315e-11
EBF2,ZKSCAN3,3.0319712e-11
POU3F3,PRDM5,3.0319365e-11
NR1H4,CHAMP1,3.0228018e-11
USF3,HOXD12,3.0226807e-11
ZFP57,IKZF3,3.0189528e-11
EBF2,ZNF316,3.0160808e-11
PHOX2B,ISX,3.014902e-11
POU3F3,ESRRB,3.0142288e-11
IKZF1,NR1I3,3.0086517e-11
TBX1,NR1H4,3.005027e-11
ZNF672,ESR2,2.9995128e-11
MYCN,ETS2,2.9985802e-11
HOXD10,ZNF672,2.9984258e-11
ESRRB,SHOX,2.9964534e-11
EBF2,PAX3,2.9961335e-11
ESR2,USF3,2.990202e-11
EBF2,ETS2,2.9888047e-11
TCF21,PRDM14,2.984572e-11
PRDM5,FOXJ2,2.979561e-11
PRDM13,TCF21,2.9734864e-11
ISX,IRF4,2.9665412e-11
HOXD10,PAX3,2.9614138e-11
TBX1,ESRRB,2.959172e-11
PHOX2B,SCML4,2.9569604e-11
TBX1,FOXO3,2.954897e-11
IKZF1,IKZF3,2.9505943e-11
ESR2,TCF21,2.9442976e-11
PGR,GFI1B,2.9442247e-11
HOXA13,SHOX,2.9343354e-11
ZNF560,TCF21,2.9341564e-11
TBX1,TBX3,2.930968e-11
EBF2,NR1I3,2.9308507e-11
EBF2,ZNF544,2.9272806e-11
ZNF672,IRF4,2.920906e-11
DLX4,RREB1,2.9127332e-11
HOXD3,IKZF3,2.9102675e-11
TBX1,ZSCAN30,2.9085031e-11
ZNF215,HOXA13,2.9058247e-11
ZNF579,IKZF3,2.9038744e-11
ZNF560,ZNF625,2.9023351e-11
PAX9,FOXJ2,2.9021802e-11
EBF2,FOXO3,2.8947886e-11
NR1I3,TFAP2A,2.8930443e-11
ELF5,TFAP2A,2.8911084e-11
NR1H4,PAX9,2.8900717e-11
NR1I3,FOXG1,2.8898236e-11
EBF2,HOXD13,2.8893882e-11
GLI4,GATA5,2.889019e-11
GLI4,GATA5,2.889019e-11
PRDM13,TCF21,2.8881595e-11
TBX22,HOXA3,2.8867662e-11
HOXD10,TBX3,2.8853019e-11
ZNF560,TBX3,2.8845704e-11
LHX4,IKZF3,2.8823978e-11
DLX4,PAX9,2.8814137e-11
ZNF429,IRF4,2.874585e-11
TBX1,ZNF578,2.8745138e-11
TBX1,HOXA13,2.8603486e-11
TCF21,TBX3,2.8569355e-11
EBF2,GFI1B,2.8556987e-11
ZNF560,ETS2,2.8556824e-11
IKZF1,TBX3,2.849447e-11
IKZF1,ZKSCAN3,2.8452383e-11
NR1I2,FOXJ2,2.8432796e-11
HOXA13,FOXR2,2.8428893e-11
HOXA13,SCML4,2.841534e-11
HOXA13,SNAI3,2.838035e-11
USF3,TLX3,2.8326433e-11
POU3F3,HOXA13,2.8255473e-11
TCF21,ZNF625,2.8187973e-11
TCF21,RARB,2.816304e-11
USF3,ZNF391,2.8160673e-11
EBF2,HOXA13,2.815493e-11
NR1H4,ELF5,2.810862e-11
IKZF1,TBX3,2.8077545e-11
RBSN,FOXJ2,2.8012764e-11
NR5A2,ESR2,2.800267e-11
HNF4A,ELF5,2.800064e-11
TBX3,NR2F2,2.7978963e-11
MYCN,ZNF672,2.794355e-11
PAX3,ESR2,2.7808077e-11
IKZF1,IKZF3,2.7807761e-11
HNF4A,NR1I3,2.7777754e-11
ZNF215,ESRRB,2.7776219e-11
EBF2,ZNF543,2.776658e-11
HOXA13,FOXJ2,2.7736778e-11
EBF2,SCML4,2.7733234e-11
IKZF1,NANOG,2.7615157e-11
PRDM13,SCML4,2.7572208e-11
POU3F3,BNC1,2.7556962e-11
GLI4,GLI4,2.7556802e-11
EBF2,ZNF578,2.7554122e-11
SCML4,HOXD3,2.7527227e-11
SCML4,FOXJ2,2.7455078e-11
HOXD3,TFAP2A,2.7377265e-11
NR1I3,PRDM5,2.7327496e-11
MYCN,ZNF429,2.729197e-11
TCF21,IKZF3,2.7203568e-11
USF3,NEUROG1,2.7149817e-11
USF3,TCF21,2.7097513e-11
EBF2,GLI4,2.7055835e-11
TCF21,TBX3,2.7043194e-11
ZNF560,NR5A2,2.702252e-11
IKZF1,GLI4,2.692939e-11
IRF4,FOXJ2,2.6925536e-11
HOXD3,FOXJ2,2.6904028e-11
MYCN,NANOG,2.6900026e-11
PAX3,NR2F2,2.688997e-11
EBF2,FOXK1,2.6869361e-11
TBX22,NR1I3,2.6817751e-11
MYCN,GFI1B,2.6805223e-11
TBX1,FOXO3,2.6775636e-11
ETS2,GLI4,2.6733228e-11
USF3,NANOG,2.6713706e-11
EBF2,ZNF800,2.669308e-11
TCF21,TP63,2.667384e-11
TBX1,GFI1B,2.6621896e-11
HOXA3,NR2F2,2.6621339e-11
POU3F3,ZSCAN30,2.6606668e-11
HOXD10,TCF21,2.6592412e-11
SCML4,ESR2,2.6563718e-11
ZNF28,ANHX,2.655617e-11
TBX1,IKZF3,2.6555513e-11
TCF21,PRDM14,2.6554753e-11
LHX4,RREB1,2.6528682e-11
ZNF560,FOXA1,2.6506934e-11
IKZF1,ZNF429,2.647187e-11
LHX4,ZNF800,2.645158e-11
ZNF28,HOXD3,2.6414673e-11
HOXA13,ESR2,2.640042e-11
PRDM13,ESR2,2.6400217e-11
NR1I2,ESR2,2.6397953e-11
SCML4,HOXD13,2.6383305e-11
TBX1,GATA5,2.6329014e-11
NR1H4,ISX,2.6303314e-11
PRDM13,NR1H4,2.6262157e-11
POU3F3,ZNF391,2.623562e-11
USF3,ZNF316,2.6203713e-11
ZFP90,ESR2,2.6180334e-11
NR1H4,ZNF672,2.615922e-11
NR5A2,NR1H4,2.6127857e-11
TEF,RREB1,2.6090803e-11
LHX4,ESR2,2.6046948e-11
LHX4,CREB1,2.6006343e-11
ELF5,JRK,2.5992408e-11
USF3,LHX4,2.597625e-11
EBF2,ZFP90,2.5896653e-11
FOXJ2,NR1H4,2.5885098e-11
EBF2,LHX4,2.5881e-11
TLX3,ESR2,2.587335e-11
ZNF560,ZNF579,2.5867775e-11
HOXD10,TLX3,2.5849526e-11
TCF21,PRDM14,2.5812625e-11
SCML4,SCML4,2.5798693e-11
HOXD3,ZNF800,2.574757e-11
SCML4,FOXR2,2.5687041e-11
ZNF215,NR5A2,2.5680916e-11
HOXD10,LHX4,2.5670584e-11
EBF2,LHX4,2.5669456e-11
MTERF3,ESR2,2.5582798e-11
VENTX,TFAP2A,2.5559336e-11
HOXD10,ZNF543,2.5548126e-11
POU3F3,NR5A2,2.5546081e-11
EBF2,ESRRB,2.5532097e-11
IKZF1,FOXO3,2.5506642e-11
SCML4,ZNF578,2.5505134e-11
EBF2,FOXO3,2.549881e-11
EBF2,NR1I2,2.5496962e-11
EBF2,IRF4,2.547946e-11
TBX1,HOXD3,2.5379981e-11
TCF21,ESR2,2.537214e-11
ESR2,ESR2,2.536082e-11
ESRRB,SHOX,2.5350616e-11
MYCN,NEUROG1,2.533046e-11
ZNF28,RARB,2.532587e-11
HOXD10,SRCAP,2.530834e-11
TBX22,ELF5,2.5265078e-11
EBF2,TLX3,2.5262138e-11
IKZF1,ZKSCAN3,2.5250193e-11
EBF2,PAX9,2.5203617e-11
TBX3,HOXA13,2.5194003e-11
HOXA13,SCML4,2.518396e-11
DLX4,GATA3,2.5171379e-11
DLX4,TP63,2.5155301e-11
DLX4,PAX3,2.5152712e-11
EBF2,HOXD3,2.5147913e-11
ANHX,IKZF3,2.5147244e-11
JRK,HNF1A,2.5112254e-11
TBX1,ZNF672,2.5096786e-11
ZNF215,ESRRB,2.5095016e-11
NR1H4,PAX9,2.5080183e-11
TEF,RARB,2.502962e-11
SRCAP,ESR2,2.5007099e-11
TCF21,PAX3,2.4977638e-11
HOXD10,MTERF3,2.496535e-11
IKZF1,ZNF85,2.4922103e-11
GLI4,JRK,2.4847062e-11
NR1I3,PAX9,2.4836024e-11
ETS2,JRK,2.4728393e-11
ZKSCAN3,JRK,2.471934e-11
EBF2,ZNF672,2.4695683e-11
HNF4A,ELF5,2.4601092e-11
VENTX,ZNF800,2.4596821e-11
TBX1,NR5A2,2.4410576e-11
TBX1,ESRRB,2.438461e-11
EBF2,ZNF625,2.4306598e-11
HOXA13,USF3,2.421867e-11
IKZF1,GLI4,2.420537e-11
ZNF560,FOXA1,2.4175472e-11
ZNF560,TEF,2.415487e-11
ZNF560,LHX4,2.4153625e-11
FOXK1,FOXJ2,2.4131891e-11
EBF2,MTERF3,2.4053723e-11
EBF2,TCF21,2.4044001e-11
NR1H4,FOXO3,2.4040653e-11
BNC1,FOXJ2,2.3984226e-11
NR1I3,RBSN,2.3962828e-11
NR1H4,FOXO3,2.394542e-11
HOXD10,ETS2,2.3941446e-11
POU3F3,ESRRB,2.391817e-11
GATA5,IRF4,2.3903483e-11
ZNF560,ZFP57,2.388949e-11
EBF2,PRDM5,2.3858755e-11
ESR2,NR1H4,2.385161e-11
ZNF750,NCOA3,2.384788e-11
SCML4,SNAI3,2.384265e-11
NR5A2,SHOX,2.3829692e-11
ZNF492,NR2F2,2.3806433e-11
ZNF560,TBX3,2.3777437e-11
POU3F3,ESR2,2.375622e-11
IKZF1,NEUROG1,2.3727057e-11
ZNF560,TFAP2A,2.370114e-11
EBF2,HOXA13,2.3650202e-11
EBF2,ZNF578,2.3634013e-11
ZKSCAN3,TFAP2A,2.3614818e-11
PRDM13,NR1H4,2.3613151e-11
HOXA13,TCF21,2.360446e-11
ZNF560,RREB1,2.3576745e-11
GLI4,MTERF3,2.357436e-11
GLI4,MTERF3,2.357436e-11
HOXD10,ZNF544,2.3539943e-11
ZNF560,ZNF391,2.3481423e-11
GLI4,TFAP2A,2.3387422e-11
EBF2,NR1H4,2.332697e-11
ZNF28,RREB1,2.3307533e-11
EBF2,FOXA1,2.3307044e-11
IKZF1,FOXO3,2.3296733e-11
ZKSCAN3,NR2F2,2.3286427e-11
EBF2,RBSN,2.3275104e-11
HOXD3,ZFP57,2.3274617e-11
GLI4,ZNF800,2.3272795e-11
TFAP2A,GFI1B,2.3255446e-11
TFAP2A,ZNF85,2.324436e-11
TCF21,CENPA,2.3160716e-11
POU3F3,ISX,2.3160274e-11
HOXD10,IKZF3,2.3159303e-11
POU3F3,USF3,2.3144289e-11
HOXA13,TCF21,2.3121567e-11
EBF2,RREB1,2.3086224e-11
PRDM14,HOXA13,2.306734e-11
LHX4,GATA3,2.2969217e-11
GLI4,TFAP2A,2.2933537e-11
NR5A2,NR1H4,2.2870811e-11
ZNF560,HOXD3,2.287055e-11
EBF2,TBX3,2.2858033e-11
ISX,ESR2,2.2843302e-11
GLI4,TLX3,2.2816783e-11
GLI4,TLX3,2.2816783e-11
TBX1,HNF1A,2.2784774e-11
RARB,NR2F2,2.2783558e-11
USF3,LHX4,2.275776e-11
POU3F3,SNAI3,2.2692612e-11
FOXJ2,NR1H4,2.2618978e-11
SCML4,SHOX,2.2613241e-11
GLI4,HOXD12,2.260548e-11
GLI4,HOXD12,2.260548e-11
ANHX,TFAP2A,2.2584922e-11
FOXA1,ESR2,2.2582509e-11
PGR,ZNF85,2.2581518e-11
HOXD10,HOXD12,2.2535952e-11
IKZF1,GFI1B,2.2429262e-11
SCML4,TCF21,2.2416133e-11
NR1I3,IRF4,2.2396345e-11
NR1I3,HOXD3,2.2387803e-11
IRF4,ZNF543,2.2337344e-11
IKZF1,FOXO3,2.2333127e-11
HOXD10,SCML4,2.2316862e-11
TCF21,RARB,2.2312903e-11
IKZF1,NANOG,2.2258537e-11
EBF2,BNC1,2.2198247e-11
SRCAP,IRF4,2.2168082e-11
HOXD3,LHX4,2.2156835e-11
ZNF215,ZNF578,2.2136645e-11
ZSCAN30,FOXJ2,2.211647e-11
PGR,SRCAP,2.211023e-11
SCML4,PRDM5,2.2099393e-11
EBF2,RARB,2.2062543e-11
TBX22,ELF5,2.2046892e-11
POU1F1,TFAP2A,2.2004924e-11
EBF2,IKZF3,2.1975774e-11
EBF2,SRCAP,2.1973007e-11
POU1F1,ZNF800,2.196027e-11
KAT7,TFAP2A,2.1932978e-11
HOXD12,ESR2,2.188442e-11
HNF1A,ESR2,2.1872903e-11
TCF21,TBX3,2.1868398e-11
LHX4,ESR2,2.1867813e-11
LHX4,ZSCAN12,2.1861601e-11
TBX3,NR2F2,2.1857056e-11
EBF2,NR5A2,2.1840762e-11
KAT7,ZNF800,2.1776329e-11
ETS2,TFAP2A,2.175524e-11
ZNF445,TFAP2A,2.1747439e-11
HOXD3,ZNF579,2.1731766e-11
LHX4,PAX3,2.171308e-11
SCML4,NR1H4,2.1711837e-11
TBX1,ETS2,2.1697224e-11
IKZF1,ZNF429,2.1697017e-11
USF3,HNF1A,2.1672077e-11
NFIX,TFAP2A,2.1657448e-11
IKZF1,ZNF672,2.1639612e-11
EBF2,ZSCAN30,2.1631356e-11
POU3F3,TCF21,2.1616096e-11
EBF2,FOXA1,2.1612429e-11
DLX4,ZNF625,2.1549615e-11
TCF21,PAX3,2.1461301e-11
EBF2,HOXD12,2.1391132e-11
HOXD10,HOXD13,2.1345932e-11
ZNF215,NR5A2,2.1253794e-11
TCF21,ESR2,2.1248118e-11
TCF21,TBX3,2.1238232e-11
ANHX,ZNF800,2.1216206e-11
EBF2,ESR2,2.1212322e-11
TCF21,IRF4,2.1185474e-11
PGR,FOXA1,2.1166853e-11
ZNF560,ZNF800,2.1159425e-11
NR1H4,GFI1B,2.1126236e-11
PGR,FOXA1,2.112253e-11
ZNF445,ZNF800,2.102887e-11
TBX22,RARB,2.1010506e-11
DLX4,ZKSCAN3,2.1010384e-11
EBF2,HNF1A,2.10077e-11
FOXA1,IRF4,2.0989719e-11
PGR,ZNF429,2.0960352e-11
SCML4,HOXD3,2.0952916e-11
ESR2,NR1H4,2.0937658e-11
NR1I3,HOXA13,2.093634e-11
SCML4,ESR2,2.0917977e-11
ISX,JRK,2.0881663e-11
ZNF560,ZNF28,2.0878915e-11
EBF2,USF3,2.0855751e-11
FOXO3,TFAP2A,2.0840838e-11
NFIX,ZNF800,2.0821091e-11
HNF4A,ZKSCAN3,2.0801562e-11
HOXD10,NR1I2,2.0771907e-11
HNF4A,GLI4,2.0759588e-11
ESRRB,FOXJ2,2.0721334e-11
IKZF1,GATA5,2.0714498e-11
NR5A2,FOXJ2,2.070632e-11
TBX1,TCF21,2.0680744e-11
FOXO3,JRK,2.0666194e-11
DLX4,ZNF492,2.0650039e-11
ISX,GLI4,2.0644682e-11
FOXA1,ESR2,2.0633464e-11
POU3F3,FOXR2,2.0617372e-11
GLI4,HNF1A,2.0565924e-11
GLI4,HNF1A,2.0565924e-11
IKZF1,FOXO3,2.056004e-11
HNF4A,RARB,2.0532569e-11
HOXD10,HNF1A,2.0512606e-11
LHX4,GATA3,2.0503727e-11
JRK,PAX3,2.048981e-11
POU3F3,SCML4,2.0455485e-11
RBSN,ESR2,2.0448036e-11
NR1H4,ZNF672,2.0396266e-11
NR1I3,BNC1,2.0393078e-11
TBX1,FOXG1,2.0387476e-11
TFAP2A,ZNF429,2.0384016e-11
LHX4,RREB1,2.0378962e-11
TBX1,PAX3,2.0363341e-11
MYCN,SRCAP,2.0324888e-11
NR1I3,ZNF544,2.0316129e-11
TBX1,SRCAP,2.031551e-11
HOXA13,ESR2,2.0253374e-11
TBX1,ESR2,2.0237657e-11
TBX1,SNAI3,2.0201098e-11
RARB,HOXA13,2.0180226e-11
TCF21,PAX3,2.0143383e-11
TBX1,NR5A2,2.0119347e-11
